Card Title,Property Type,Location,Price_numeric,Area_sqft,Bedrooms,Bathrooms,Parking Spaces,Floors,Year,Furnished,Servant Quarters,Dining Room,Kitchens,Study Room,Prayer Room,Gym,Store Rooms,Lounge or Sitting Room,Laundry Room,Community Lawn or Garden,Community Gym,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Security Staff,Kids Play Area,Community Swimming Pool,Mosque
3.25 Marla Brand New House In Installment,House,"Al-Hamd Gardens, Pine Avenue",13500000.0,816.75,7.0,7.0,2.0,3.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Double Unit 22 Marla Corner Double Unit Solid Bungalow Near Wateen Chowk Top Location,House,"DHA Phase 5, DHA Defence",82500000.0,5989.500000000001,5.0,6.0,4.0,,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxury 3 bedroom apartment in Askari Tower,Flat,"Askari 11 - Sector D, Askari 11",38000000.0,2831.4,3.0,4.0,,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Elegant 5 Marla Eden House Available For Sale In Lake City Sector M-7 Block B,House,"Lake City - Sector M7 - Block B, Lake City - Sector M-7",19000000.0,1361.25,3.0,2.0,,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Luxury Brand New House For Sale In Sector E Bahria Town Lahore With Original Pics,House,"Bahria Town - Sector E, Bahria Town",29900000.000000004,2722.5,5.0,6.0,,,2025.0,No,1,Yes,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,House,"DHA Phase 7, DHA Defence",79500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla 1st Floor apartment Brand New,Flat,"Bahria Orchard Phase 4, Bahria Orchard",6000000.0,1361.25,2.0,2.0,,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
Brand New One Kanal House For Sale,House,"Bahria Town - Tipu Sultan Block, Bahria Town - Sector F",89500000.0,5445.0,5.0,7.0,3.0,2.0,2025.0,No,1,Yes,2,Yes,Yes,Yes,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
8 Marla Brand New House Available For Sale In DHA 11 Phase 1,House,"DHA 11 Rahbar Phase 1, DHA 11 Rahbar",35000000.0,2178.0,5.0,5.0,1.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
House For Sale,House,"Lake City Meadows, Lahore",59500000.0,5445.0,5.0,6.0,3.0,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Luxury Brand New House For Sale With Original Pics Attached,House,"Bahria Town - Sector F, Bahria Town",26500000.0,2722.5,5.0,6.0,2.0,,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4 Beds Brand New 10 Marla House For Sale In Imperial 1 Block Paragon City Barki Road Lahore.,House,"Paragon City - Imperial 1 Block, Paragon City",46500000.0,2722.5,4.0,5.0,,,2025.0,No,1,Yes,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Beds 5 Marla Brand New House for Sale Excellent Location in Executive Block Paragon City Barki road Lahore.,House,"Paragon City - Executive Block, Paragon City",20000000.0,1361.25,3.0,4.0,,,2025.0,No,No,No,1,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
House Is Available For sale In Nawab Town,House,"Nawab Town, Lahore",35000000.0,2722.5,5.0,5.0,1.0,,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Elegant 10 Marla Brand New House In Punjab Cooperative Society, Near DHA Phase 4",House,"Punjab Coop Housing - Block B, Punjab Coop Housing Society",48500000.0,2722.5,5.0,6.0,2.0,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8 Marla Owner Builds Corner House,House,"DHA 11 Rahbar Phase 1, DHA 11 Rahbar",30000000.0,2178.0,5.0,4.0,2.0,1.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Highly-coveted 25 Marla House Is Available In DHA Phase 5 - Block E For sale,House,"DHA Phase 5 - Block E, DHA Phase 5",245000000.0,6534.0,6.0,6.0,4.0,2.0,2025.0,Yes,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"10 Marla Residential House For Sale In Sector C, Nearby Commercial Market, School, Mosque, ATM and Health Care",House,"Bahria Town - Sector C, Bahria Town",27500000.0,2722.5,5.0,6.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Years Installment Plan Luxury 10 Marla Brand New House In Park View City Lahore,House,"Lake City, Raiwind Road",48000000.0,2722.5,5.0,6.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-Marla Modern Bungalow For Sale Near Mosque and Gold Crest Mall & Y Block Market,House,"DHA Phase 4, DHA Defence",43500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 KANAL BRAND NEW ULTRA MODERN DESIGNED BUNGALOW WITH BASEMENT FOR SALE TOP LOCATION IN DHA PHASE 6,House,"DHA Phase 6, DHA Defence",89000000.0,5445.0,5.0,6.0,4.0,3.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Semi Commercial LOcation House Available For Sale,House,"Faisal Town - Block D, Faisal Town",22300000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxurious 2-Bed 1st Floor Townhouse Apartment For Sale On 2 Years Easy Instalment Plan,Flat,"Etihad Town, Raiwind Road",11800000.0,1143.45,2.0,2.0,,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 MARLA LIKE NEW HOUSE FOR SALE IN Eastern EXT BAHRIA ORCHAR LAHORE,House,"Bahria Orchard Phase 1 - Eastern Extension, Bahria Orchard Phase 1",16500000.0,1361.25,3.0,4.0,,,2025.0,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
A Beautiful House Prime Location,House,"Ashraf Garden, Lahore",20500000.0,2722.5,5.0,6.0,,3.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Facing Park 2 Kanal House For Sale In Central Park Housing Scheme,House,"Central Park - Block A, Central Park Housing Scheme",105000000.0,10890.0,5.0,6.0,4.0,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5-Marla Brand New Solid Constructed Ultra Modern Villa Near Park For Sale In DHA Lahore,House,"DHA 9 Town, DHA Defence",21500000.0,1361.25,,,,,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Defence Phase 6 One Kanal Brand New Mazhar Munir Design Bungalow For Sale,House,"DHA Phase 6, DHA Defence",78600000.0,5445.0,5.0,5.0,4.0,2.0,2025.0,No,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1BED FURNISHED APORTMENT IS AVAILABLE FOR SALE IN SECTOR C BAHRIA TOWN LAHORE,Flat,"Bahria Town - Sector C, Bahria Town",4300000.0,544.5,1.0,1.0,,,2025.0,Yes,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Ultra Modern Owner Built Banglow For Sale Near Park and Commercial Market,House,"DHA Phase 7 - Block T, DHA Phase 7",46500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bed LIKE NEW APARTMENT FOR SALE IN SECTOR E BAHRIA TOWN LAHORE,Flat,"Bahria Town - Sector E, Bahria Town",6000000.0,571.725,1.0,1.0,,,2025.0,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
LIKE NEW 1BED 555 SQF APARTMENT FOR SALE IN SECTOR E BAHRIA TOWN LAHORE,Flat,"Bahria Town - Sector E, Bahria Town",6000000.0,680.625,1.0,1.0,,,2025.0,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
LDA Approved 4 Marla Brand New House For Sale In New Lahore City Phase 2 Canal Road Next To Bahria Town 4 Beds 5 Bath 2 Kitchen Big Living Big Garage Best Opportunity With Good Rental Earning.,House,"New Lahore City - Phase 2, New Lahore City",12500000.0,1089.0,4.0,4.0,,,2025.0,No,1,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
A BEAUTIFUL 1 KANAL HOUSE FOR SALE IN TULIP BLOCK BAHRIA TOWN LAHORE,House,"Bahria Town - Tulip Block, Bahria Town - Sector C",60000000.0,5445.0,5.0,6.0,2.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cheapest Price 2-Kanal Well Maintained House One kanal Lawn One Kanal Bungalow For Sale Near Raya Fair Ways,House,"DHA Phase 6, DHA Defence",187500000.0,10890.0,6.0,7.0,5.0,2.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Owner Needy Sale This House Going To Abroad 1 Kanal Top Quality Build Luxurious Beautiful MODERN Design Villa With Basement For Sale In DHA Lahore Phase 6,House,"DHA Phase 6, DHA Defence",86500000.0,5445.0,5.0,6.0,2.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100 % Original Picture Modern Brand New Bungalow For Sale At Top Location Near Park MacDonald,House,"DHA Phase 7 - Block Y, DHA Phase 7",48500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Spanish Designed Tasteful 1 Kanal House Is For Sell In Dha Lahore,House,"DHA Phase 6, DHA Defence",75500000.0,5445.0,5.0,6.0,3.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4 Marla Double Storey House For Sale In New Super Town,House,"New Super Town, Lahore",26500000.0,1089.0,6.0,6.0,,,2025.0,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1 Bed & 2 Beds Luxury Apartments (Flats) With Swimming Pool Are Available For Sale On Easy Installments In Ideal Location Of Union Livings,Flat,"Union Livings, Main Canal Bank Road",12300000.0,843.975,1.0,1.0,50.0,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Your Dream Furnished 2 Kanal House Is Available In Dream Garden,House,"Dream Gardens, Defence Road",155000000.0,10890.0,8.0,8.0,,,2025.0,No,3,Yes,4,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
2 KANAL BRAND FULLY FURNSIHED WITH LIFT SWIMMING POOL,House,"DHA Phase 3 - Block Z, DHA Phase 3",430000000.0,10890.0,7.0,7.0,10.0,,2025.0,No,3,Yes,3,Yes,Yes,No,3,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Brand New House With 6 Bed Room Full Basement Solid Construction,House,"DHA Phase 1 - Block N, DHA Phase 1",58500000.0,2722.5,6.0,7.0,2.0,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BRAND NEW MODERN LUXURIOUS DESIGN BUNGALOW AVAILABLE FOR SALE IN DHA 9 TOWN,House,"DHA 9 Town, DHA Defence",21500000.0,1361.25,3.0,4.0,,2.0,2025.0,No,Yes,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxurious 1 Kanal Mansion Near Raya Fairways & Golf Course Fully Furnished with Pool & Theater,House,"DHA Phase 7, DHA Defence",72500000.0,5445.0,5.0,7.0,4.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
NEAR JALA SONS AND PARK BRAND NEW SPANISH BUNGALOW FOR SALE,House,"DHA Phase 7, DHA Defence",89500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Unbeatable Design, Near MOSQUE And Park Full Basement Luxurious Bungalow With Home Theater",House,"DHA Phase 6 - Block K, DHA Phase 6",242000000.0,5445.0,6.0,7.0,4.0,3.0,2025.0,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"NEAR RAYA 1 KANAL ROYAL BUNGALOW WITH UNMATCHED COMBINATION OF ELEGANCE, COMFORT, AND PRIME LOCATION",House,"DHA Phase 6, DHA Defence",120000000.0,5445.0,5.0,6.0,5.0,2.0,2025.0,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxury 3-Bedroom Apartment for Sale in Gulberg Lahore Easy Installments,Flat,"Gulberg 3, Gulberg",33000000.0,1034.55,1.0,1.0,1.0,,2025.0,No,No,No,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
2-Bed Fully Finished & Furnished Apartment For Sale Easy Installments,Flat,"Gulberg, Lahore",9500000.0,653.4,2.0,2.0,,,2025.0,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"5 Marla Brand New Designer House For Sale In DHA Near To park DHA 9 Town, DHA Defence, Lahore, Punjab",House,"DHA 9 Town, DHA Defence",22500000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100% ORIGINAL PICTURES MODERN HOUSE AVAILABLE FOR SALE,House,"DHA Phase 6 - Block N, DHA Phase 6",74500000.0,5445.0,5.0,6.0,4.0,3.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 KANAL FULL BASEMENT FULLY FURNISHED TOP OF LINE MODERN HOUSE FOR SALE,House,"DHA Phase 7, DHA Defence",75000000.0,5445.0,6.0,7.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1200 Square Feet House In Stunning Bahria Town - Jinnah Block Is Available For sale,House,"Bahria Town - Jinnah Block, Bahria Town - Sector E",25000000.0,1442.925,3.0,4.0,1.0,,2025.0,No,No,Yes,2,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House Available For Sale In Bahria Town Lahore,House,"Bahria Town - Sector E, Bahria Town",31000000.0,2722.5,5.0,6.0,4.0,2.0,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Luxury House Available For Sale In Bahria Town Lahore,House,"Bahria Town - Sector D, Bahria Town",19000000.0,1361.25,3.0,4.0,,2.0,2025.0,No,Yes,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Your Dream Fully Furnished 10 Marla House Is Available In Al Rehman Phase 2 - Block L,House,"Al Rehman Phase 2 - Block L, Al Rehman Garden Phase 2",45000000.0,2722.5,5.0,6.0,2.0,,2025.0,No,No,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Kanal Corner Used Spanish Design Most Beautiful Bungalow For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Commercial Market .,House,"DHA Phase 1 - Block E, DHA Phase 1",125000000.0,10890.0,6.0,7.0,8.0,,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 MARLA BRAND NEW LUXURY HOUSE FOR SALE,House,"Bahria Town - Sector C, Bahria Town",39500000.0,2722.5,5.0,6.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Prominently-Located Prime Location House Available In Central Park - Block A For sale,House,"Central Park - Block A, Central Park Housing Scheme",37000000.0,2722.5,4.0,5.0,2.0,,2025.0,No,1,Yes,2,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
BEAUTIFUL HOUSE FOR RENT NEAR PARK,House,"Nespak Scheme Phase 2, Nespak Housing Scheme",69500000.0,5445.0,7.0,6.0,4.0,2.0,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Flat For Sale In Etihad Town Phase 1 Lahore,Flat,"Etihad Town Phase 1, Etihad Town",12000000.0,1361.25,2.0,2.0,,,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Brand New Modern House For Sale In DHA Phase 7,House,"DHA Phase 7, DHA Defence",42500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 MARLA BRAND NEW MODERN HOUSE FOR SALE,House,"DHA 9 Town, DHA Defence",20000000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Ultra Morden House For Sale,House,"Bankers Avenue Cooperative Housing Society, Lahore",37000000.0,2722.5,6.0,7.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Heres A Polished Version Of Your Property Ad That Looks More Attractive And Professional: 5 Marla Modern Corner House For Sale,House,"Bedian Road, Lahore",16000000.0,1361.25,6.0,6.0,4.0,2.0,2025.0,No,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
G Block 10 Marla Luxury House Available For Sale,House,"Central Park Housing Scheme, Lahore",28000000.0,2722.5,5.0,6.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Brand New Modern House For Sale,House,"DHA 9 Town, DHA Defence",21200000.0,1361.25,3.0,5.0,1.0,2.0,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Brand New Luxury Modern Fully Furnished House With 2 Servant Room In Basement And 15 KV Solar Installed In K Block Phase 5 DHA Lahore,House,"DHA Phase 5 - Block K, DHA Phase 5",97500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Brand New Luxury Modern Design Full Basement House For Sale,House,"DHA Phase 7, DHA Defence",49500000.0,2722.5,5.0,5.0,1.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100% Original Add 1 Kanal Victorian Design House For Sale,House,"DHA Phase 6 - Block C, DHA Phase 6",82500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Modern Design Royal Palace House For Sale,House,"Lake City Meadows Phase 1, Lake City Meadows",59900000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 BED BRAND NEW APARTMENT IS AVAILABLE FOR SALE IN GVR PHASE 1 BAHRIA TOWN LAHORE,Flat,"Golf View Residencia - Phase 1, Golf View Residencia",7950000.0,653.4,1.0,1.0,,,2025.0,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 KANAL BEAUTY FULL ELEVATION PALACE FOR SALE,House,"DHA Phase 6, DHA Defence",150000000.0,10890.0,6.0,7.0,6.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Marla House For Sale In Johar Town,House,"Johar Town, Lahore",17000000.0,816.75,3.0,3.0,1.0,2.0,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
A Special House For Sale In Askari XI A Block,House,"Askari 11, Askari",57500000.0,2994.75,3.0,,,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5 Marla Designer House Available for Sale in DHA Phase 9 Town,House,"DHA 9 Town, DHA Defence",20500000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxurious 1 Kanal House For Sale Your Dream Home Awaits!,House,"DHA Phase 7, DHA Defence",85000000.0,5445.0,5.0,6.0,,2.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"5 Marla Residential House For Sale In Jinnah Block, Nearby Commercial Market, school, Mosque and Heath Care Canter",House,"Bahria Town - Jinnah Block, Bahria Town - Sector E",17000000.0,1361.25,5.0,6.0,,2.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"24 Kanal Luxury Double-Unit Farmhouse for Sale in Spring Meadows, Bedian Road",House,"Bedian Road, Lahore",220000000.0,130680.0,5.0,5.0,,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8 Kanal Farmhouse Badian Road,House,"Bedian Road, Lahore",105000000.0,43560.0,2.0,2.0,,1.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Kanal Farmhouse Bedian Road,House,"Bedian Road, Lahore",21500000.0,16335.0,2.0,2.0,1.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Marla Double Storey Brand New House For Sale,House,"Nishtar Colony, Lahore",7800000.0,544.5,3.0,3.0,2.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Apartment In Luxurious Leveing Style 3 Bed Very Cheap Price Ideal Income Rental In Gulberg 3,Flat,"Gulberg 3, Gulberg",39000000.0,2205.225,3.0,4.0,4.0,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Live the Life You Deserve A Masterpiece of Modern Luxury Awaits,House,"DHA Phase 6, DHA Defence",110000000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Sleek & Stylish 10 Marla Modern House For Sale In DHA Phase 6,House,"DHA Phase 6, DHA Defence",44300000.0,2722.5,4.0,5.0,,3.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Elegance Meets Comfort: Stunning 10 Marla Home in DHA,House,"DHA Phase 7, DHA Defence",46500000.0,2722.5,5.0,6.0,2.0,2.0,2025.0,No,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
The Ultimate 20 Marla Modern Masterpiece | Best Deal in DHA Phase 6 | Brand New & Ready to Move,House,"DHA Phase 6 - Block B, DHA Phase 6",87500000.0,5445.0,6.0,7.0,4.0,2.0,2025.0,Yes,2,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Modern Designs House For Sale in DHA LAHORE Phase 7,House,"DHA Phase 7, DHA Defence",43000000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"1 Kanal Luxury House For Sale Modern Design In DHA Phase 7, Y Block, Lahore",House,"DHA Phase 7, DHA Defence",87000000.0,5445.0,5.0,6.0,,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
Sec A 11 Marla Apartment for Sale In Askari 11 Lahore,Flat,"Askari 11, Askari",29500000.0,2994.75,3.0,3.0,1.0,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 MARLA BRAND NEW SPANISH HOUSE FOR SALE IN NASHEMAN IQBAL PHASE 2 COLLEGE ROAD LAHORE,House,"Nasheman-e-Iqbal Phase 2 - Block B, Nasheman-e-Iqbal Phase 2",20000000.0,1361.25,5.0,6.0,,,2025.0,No,1,Yes,2,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
5 MARLA TRIPLE STOREY FACING PARK BEAUTIFUL HOUSE FOR SALE IN EDEN BULLEWARD COLLEGE ROAD LAHORE,House,"Eden Boulevard Housing Scheme, College Road",18500000.0,1361.25,5.0,6.0,2.0,3.0,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Sec S Brand New 12 Marla Apartment For Sale In Askari 10 Lahore,Flat,"Askari 10, Askari",41500000.0,3267.0,4.0,5.0,1.0,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"1 Kanal Ultra Luxury House with Basement, 15 KV Solar & Rooftop DHA Phase 7 100% Original Deal",House,"DHA Phase 7, DHA Defence",72500000.0,5445.0,5.0,6.0,5.0,2.0,2025.0,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20 Marla Elegant And Fully Maintained Super Hot Located Bungalow Is Available In The Best Block Of Johar Town Block A2 Lahore.,House,"Johar Town Phase 1 - Block A2, Johar Town Phase 1",69900000.0,5445.0,5.0,6.0,,2.0,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Apartment Luxurious 3 beds Location Hart of Gullbarge 3 Jym Pool Thether Meeting Room Play kids Area,Flat,"Gulberg 3, Gulberg",38000000.0,2232.45,3.0,4.0,3.0,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Mall Of Lahore 4 Master Beds Luxury Apartment Corner Location Nice Views Window,Flat,"Mall Of Lahore, Aziz Bhatti Road",43500000.0,3267.0,3.0,4.0,2.0,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Pent House Apartment semi Furnished 4 Beds Attched Bath Pool Gym Meeting Room Luxury Space For Leaving,Flat,"Gulberg 3, Gulberg",180000000.0,8712.0,4.0,6.0,2.0,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6 Marla Brand New Luxury House,House,"Al Rehman Garden Phase 2, Al Rehman Garden",28500000.0,1633.5,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Spacious Corner House Is Available In DHA Phase 8 - Block V For sale,House,"DHA Phase 8 - Block V, DHA Phase 8",190000000.0,5445.0,8.0,9.0,,,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
